0,1,2,3,4,5,6,7,8,9,label
0.013777777777624692,0.04244444444397284,0.018499999999794445,0.09727777777669692,0.2067444444421473,0.2508555555527683,0.06998888888811124,0.06621111111037543,0.17096666666476706,0.06323333333263075,falso
0.02288888888863457,0.0482444444439084,0.027655555555248273,0.11356666666540483,0.20577777777549136,0.23152222221964977,0.07968888888800346,0.07836666666579593,0.12227777777641914,0.07001111111033322,falso
0.011644444444315062,0.03333333333296296,0.013633333333181853,0.09978888888778013,0.18399999999795558,0.2450888888861657,0.06873333333256963,0.07121111111031989,0.2223999999975289,0.050166666666109264,falso
0.022399999999751112,0.04988888888833457,0.03568888888849235,0.12027777777644137,0.23128888888631904,0.221411111108651,0.0869444444434784,0.07098888888810014,0.08983333333233519,0.07127777777698581,falso
0.007666666666581482,0.03467777777739247,0.018022222222021978,0.1147555555542805,0.24631111110837434,0.2633777777748514,0.09032222222121865,0.06781111111035766,0.10669999999881445,0.05035555555499605,falso
0.022755555555302717,0.05536666666605149,0.02577777777749136,0.10421111110995322,0.2175444444420273,0.21048888888655015,0.07121111111031989,0.08077777777688025,0.14066666666510372,0.0711999999992089,falso
0.010244444444330618,0.03565555555515938,0.022244444444197285,0.11591111110982322,0.2608333333304352,0.24881111110834656,0.07954444444356062,0.062099999999310006,0.11309999999874334,0.05155555555498272,real
0.013966666666511482,0.038788888888457905,0.017544444444249508,0.10452222222106088,0.16746666666480595,0.251122222219432,0.07187777777697914,0.08035555555466273,0.19644444444226175,0.05791111111046766,falso
0.009522222222116421,0.0374444444440284,0.012499999999861112,0.0917111111100921,0.15869999999823667,0.25198888888608906,0.06486666666594593,0.07307777777696581,0.24243333333063966,0.05775555555491383,falso
0.013111111110965433,0.04398888888840013,0.01853333333312741,0.10366666666551483,0.1793111111091188,0.2538999999971789,0.07808888888802124,0.07707777777692136,0.17258888888697124,0.059733333332669634,real
0.009577777777671359,0.03346666666629482,0.013711111110958766,0.1040555555543994,0.20776666666435817,0.2759333333302674,0.07588888888804568,0.07153333333253853,0.16024444444266397,0.047822222221690865,falso
0.013355555555407161,0.04419999999950889,0.01896666666645593,0.10321111110996432,0.18049999999799446,0.2552888888860524,0.07508888888805457,0.07957777777689358,0.1756111111091599,0.05419999999939778,real
0.007099999999921111,0.033199999999631115,0.01047777777766136,0.09525555555449716,0.1735111111091832,0.2775888888858046,0.06695555555481161,0.0722777777769747,0.20589999999771225,0.05773333333269186,falso
0.006999999999922223,0.03357777777740469,0.013233333333186298,0.10562222222104865,0.2278222222196909,0.2695333333303385,0.07735555555469606,0.06884444444367951,0.14878888888723568,0.04822222222168642,falso
0.012777777777635804,0.03442222222183976,0.01631111111092988,0.10925555555434162,0.1936777777756258,0.2591222222193431,0.07471111111028099,0.07333333333251853,0.17782222222024643,0.048566666666127044,falso
0.011611111110982099,0.041333333332874075,0.023955555555289384,0.11072222222099198,0.25513333333049854,0.24223333333064187,0.0800111111102221,0.06381111111040211,0.11091111110987878,0.06027777777710803,real
0.02327777777751914,0.05705555555492161,0.031788888888535684,0.11333333333207408,0.21613333333093188,0.2135999999976267,0.08328888888796346,0.07829999999913001,0.10578888888771347,0.07743333333247297,real
0.017755555555358273,0.048555555555016054,0.025888888888601237,0.10842222222101754,0.22991111110855655,0.23201111110853323,0.06956666666589371,0.06962222222144865,0.1242999999986189,0.07396666666584482,real
0.007599999999915556,0.03419999999962,0.009755555555447161,0.09393333333228963,0.1768666666647015,0.2735333333302941,0.0678666666659126,0.07246666666586149,0.2023111111088632,0.06146666666598371,falso
